latitude,longitude
37.619899,55.753301
37.487803,55.64380500000001
37.775408,55.667967000000004
37.580733,55.843998
37.21188,55.98975600000001
37.619899,55.753301
37.684104,55.703547
37.619899,55.753301
37.415602,55.965501
37.619899,55.753301
37.614922,55.756468999999996
37.914101,55.689040000000006
37.619899,55.753301
37.497577,55.82295799999999
37.436788,55.781431000000005
37.874963,55.74361999999999
37.77541,55.667966
37.619899,55.753301
37.211895,55.989732999999994
37.580505,55.844143
37.328302,55.705706000000006
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.347418,55.85179599999999
37.211882,55.989754000000005
37.614758,55.761168999999995
37.48907,55.73189300000001
37.765815,55.740063
37.761472999999995,55.671119
37.596311,55.752275
37.619899,55.753301
37.555946999999996,55.75055699999999
37.555828999999996,55.68795
37.497569,55.824022
37.211883,55.989754000000005
37.462348999999996,55.636753000000006
37.211883,55.989754000000005
37.775366999999996,55.667962
37.468317,55.860614
37.619899,55.753301
37.619899,55.753301
37.211853999999995,55.98979
37.619899,55.753301
37.211853999999995,55.98979
37.619899,55.753301
37.619899,55.753301
37.775387,55.66799
37.619899,55.753301
37.211853999999995,55.98979
37.709978,55.867879
37.21196,55.989748
37.502351000000004,55.703851
37.555824,55.68801
37.21196,55.989748
37.619899,55.753301
37.578382,55.683461
37.619899,55.753301
37.578382,55.683461
37.618465,55.85516
37.619899,55.753301
37.619899,55.753301
37.211890000000004,55.989753
37.619899,55.753301
37.211962,55.989746999999994
37.619899,55.753301
37.775381,55.66796899999999
37.619899,55.753301
37.619899,55.753301
37.669785,55.783424
37.5994,55.751937
37.619899,55.753301
37.619899,55.753301
37.775381,55.668029000000004
37.211962,55.989746999999994
37.644867,55.680577
37.821249,55.958195999999994
37.874973,55.743587
37.577332,55.580049
37.654103000000006,55.739954000000004
37.619899,55.753301
37.618406,55.855180000000004
37.211655,55.990116
37.619899,55.753301
37.75987,55.66745699999999
37.619899,55.753301
37.24033,55.778797
37.775492,55.667964000000005
37.619899,55.753301
37.211537,55.990162
37.512908,55.631529
37.611273,55.740963
37.211653999999996,55.990116
37.602902,55.760819999999995
37.520824,55.824183
37.7755,55.66794
37.614267,55.760706000000006
37.644851,55.680567
37.211653999999996,55.990116
37.480905,55.666902
37.211884000000005,55.989757
37.775406,55.667965
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.775386,55.667978000000005
37.793195000000004,55.711558
37.619899,55.753301
37.619899,55.753301
37.720358000000004,55.694557999999994
37.505516,55.64151999999999
37.211642,55.990078000000004
37.619899,55.753301
37.480916,55.666914
37.619899,55.753301
37.775383000000005,55.668012
37.211878000000006,55.989761
37.211878000000006,55.989761
37.473952000000004,55.655772
37.211964,55.98974200000001
37.619899,55.753301
37.619899,55.753301
37.211571,55.99026800000001
37.775264,55.66800500000001
37.586344,55.84308299999999
37.211513000000004,55.99035799999999
37.619899,55.753301
37.868790999999995,55.745211
37.775534,55.667968
37.211954,55.98976
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.588702000000005,55.892392
37.619899,55.753301
37.619899,55.753301
37.669731,55.78338299999999
37.614271,55.760670999999995
37.412702,55.649177
37.775413,55.66798299999999
37.619899,55.753301
37.619899,55.753301
37.211962,55.989746999999994
37.601839,55.82524
37.775529999999996,55.667956999999994
37.557734,55.763905
37.211644,55.990131000000005
37.665094,55.749908
37.211644,55.990131000000005
37.775526,55.667978000000005
37.819086999999996,55.753130000000006
37.601715999999996,55.82524300000001
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.211954999999996,55.989759
37.628989000000004,55.763899
37.874966,55.74359200000001
37.211954999999996,55.989759
37.619899,55.753301
37.619899,55.753301
37.578658000000004,55.758764
37.211966,55.98974200000001
37.556257,55.769459999999995
37.347208,55.847893000000006
37.347137,55.847485
37.619899,55.753301
37.619899,55.753301
37.211884999999995,55.98975600000001
37.775378,55.667984
37.211962,55.989746999999994
37.347194,55.84771800000001
37.669826,55.783537
37.487783,55.643756
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.775473999999996,55.667972999999996
37.619899,55.753301
37.211962,55.989746999999994
37.540833,55.7475
37.21159,55.99016999999999
37.775473999999996,55.667987
37.619899,55.753301
37.77539,55.668012
37.619899,55.753301
37.775347,55.668003000000006
37.211587,55.990343
37.619899,55.753301
37.557424,55.67685
37.511738,55.807873
37.619899,55.753301
37.211587,55.990343
37.6151,55.7569
37.669719,55.783379000000004
37.7754,55.667974
37.211892999999996,55.989743999999995
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.6156,55.7522
37.619899,55.753301
37.614262,55.760667000000005
37.619899,55.753301
37.632075,55.771105000000006
37.619899,55.753301
37.775379,55.667978000000005
37.619899,55.753301
37.619899,55.753301
37.619899,55.753301
37.487796,55.643778000000005
37.619899,55.753301
37.211587,55.990343
37.759971,55.706104
37.846233000000005,55.658071
37.487796,55.643754
37.619899,55.753301
37.619899,55.753301
37.763601,55.918718000000005
37.41253,55.649127
37.631017,55.870157999999996
37.211882,55.989761
37.619899,55.753301
37.521732,55.929643000000006
37.906314,55.408786
37.211959,55.98975
37.657097,55.888913
37.619899,55.753301
37.634863,55.75338000000001
37.619899,55.753301
37.342788,55.59698
37.657083,55.888901000000004
37.619899,55.753301
37.248228999999995,56.16457
37.619899,55.753301
37.619899,55.753301
37.211965,55.98974499999999
37.619899,55.753301
37.619899,55.753301
37.657075,55.888895999999995
37.4127,55.649177
37.619899,55.753301
37.777009,55.755258
37.629151,55.776340000000005
37.775395,55.667974
37.578212,55.683431000000006
37.619899,55.753301
37.585394,55.752617
37.2675,55.596111
37.521731,55.929637
37.619899,55.753301
37.619899,55.753301
37.551774,55.776586
37.555887,55.687982
37.21196,55.989748999999996
37.21196,55.989748999999996
37.619899,55.753301
37.775465999999994,55.667991
37.211890999999994,55.989751
37.825905999999996,55.751268
37.55584,55.687993000000006
37.619899,55.753301
37.775481,55.667988
37.775482000000004,55.667998
37.619899,55.753301
37.619899,55.753301
37.674779,55.75768299999999
37.211962,55.989746999999994
37.211901,55.989752
37.619899,55.753301
